177,507,189,507,189,525,177,525,
255,469,274,469,274,529,255,529,
309,464,327,466,322,537,304,536,
197,464,218,462,225,525,203,528,
142,463,164,462,167,527,144,528,
363,404,381,404,379,546,360,545,
706,370,718,370,718,409,706,409,
26,354,48,351,65,481,42,484,
27,329,35,329,35,347,27,347,
159,308,184,423,160,428,135,314,
155,284,195,279,215,431,176,437,
587,284,612,283,620,480,596,481,
23,287,35,287,35,324,23,324,
748,275,783,272,802,513,767,516,
100,274,136,269,156,433,120,438,
563,269,591,268,597,499,569,500,
612,262,644,260,653,512,621,513,
663,244,696,243,701,539,668,539,
711,218,746,217,762,566,727,568,
236,217,262,218,259,287,233,286,
249,209,299,207,313,509,263,511,
301,215,322,215,322,285,301,285,
324,206,360,206,357,498,322,497,
518,203,553,203,548,422,513,422,
499,206,523,206,523,260,499,260,
362,206,384,206,384,296,362,296,
471,205,494,205,494,278,471,278,
445,200,471,202,465,341,439,340,
415,201,440,201,437,464,413,463,
