54,1201,299,1201,299,1224,54,1224,
50,1167,368,1167,368,1197,50,1197,
75,1133,110,1133,110,1147,75,1147,
173,1025,424,1006,425,1033,175,1051,
119,995,272,986,273,1009,120,1018,
415,975,495,969,497,993,417,999,
119,964,280,957,281,980,120,987,
470,944,496,944,496,965,470,965,
119,937,204,937,204,960,119,960,
281,927,304,927,304,949,281,949,
410,919,492,914,493,937,411,942,
117,912,255,905,256,928,119,935,
315,899,372,896,374,918,316,922,
386,900,398,900,398,915,386,915,
426,893,490,887,492,910,427,915,
117,887,244,880,245,902,119,910,
312,874,371,870,372,893,313,896,
388,873,400,873,400,887,388,887,
420,867,489,862,490,885,422,890,
117,863,219,857,220,876,119,882,
309,847,368,844,370,868,311,871,
384,848,396,848,396,861,384,861,
421,842,488,838,489,861,422,864,
115,836,253,828,255,850,116,859,
309,823,365,818,367,842,311,848,
382,823,394,823,394,836,382,836,
420,816,483,812,485,834,422,839,
115,811,211,806,212,829,116,834,
309,799,364,794,366,817,311,822,
379,797,396,797,396,813,379,813,
419,792,481,791,482,811,420,812,
113,787,251,778,252,801,115,810,
314,774,364,770,366,793,316,797,
377,773,394,773,394,789,377,789,
426,767,482,767,482,789,426,789,
115,762,248,756,249,777,116,783,
309,753,361,747,363,767,311,773,
379,749,390,749,390,763,379,763,
417,744,477,741,478,760,418,763,
114,739,247,733,248,752,114,758,
308,727,359,722,361,742,310,747,
380,728,388,728,388,739,380,739,
414,722,475,717,477,736,415,740,
114,715,256,709,257,728,114,734,
309,703,358,700,359,718,311,722,
376,704,388,704,388,715,376,715,
414,698,473,694,474,713,415,716,
111,690,212,685,213,708,112,712,
312,679,357,679,357,697,312,697,
411,674,472,670,473,689,412,692,
111,665,217,662,217,681,112,684,
301,656,355,653,356,672,303,675,
373,656,384,656,384,667,373,667,
409,651,471,648,472,665,410,668,
110,643,194,638,195,657,111,662,
312,631,355,631,355,649,312,649,
371,632,384,632,384,644,371,644,
416,627,468,624,469,642,418,646,
110,619,248,614,249,632,110,636,
302,608,352,608,352,627,302,627,
369,609,382,609,382,621,369,621,
408,603,467,603,467,621,408,621,
108,596,223,592,224,609,109,614,
368,587,381,587,381,597,368,597,
299,587,349,582,351,602,300,607,
403,580,465,577,466,596,404,599,
107,571,246,565,247,586,108,592,
299,565,349,559,351,578,300,583,
369,564,377,564,377,575,369,575,
405,558,465,554,466,573,406,576,
108,549,211,545,212,564,109,568,
296,541,348,535,350,555,298,561,
367,540,377,540,377,552,367,552,
402,535,462,530,464,549,403,554,
108,526,219,520,220,538,109,544,
274,525,282,525,282,532,274,532,
363,517,376,517,376,528,363,528,
302,517,348,511,350,531,305,537,
402,512,461,509,462,526,403,530,
105,503,217,496,219,518,107,526,
292,495,347,490,349,510,294,515,
363,495,373,495,373,507,363,507,
399,490,458,485,460,504,401,508,
104,479,227,473,228,494,105,500,
284,472,346,468,347,486,286,491,
361,471,373,471,373,483,361,483,
389,467,457,462,458,482,390,487,
104,456,190,453,191,472,105,475,
360,449,371,449,371,460,360,460,
292,449,341,443,343,463,294,469,
397,443,457,438,458,458,398,463,
106,433,180,433,180,452,106,452,
295,424,343,424,343,444,295,444,
106,412,191,412,191,431,106,431,
356,405,369,405,369,419,356,419,
302,403,343,403,343,423,302,423,
104,391,154,388,155,406,105,410,
303,381,343,381,343,400,303,400,
351,381,368,381,368,399,351,399,
103,367,238,361,239,382,104,388,
289,360,341,357,342,377,291,380,
349,359,368,359,368,375,349,375,
392,355,439,355,439,373,392,373,
103,345,223,343,224,361,103,364,
352,339,365,339,365,351,352,351,
284,338,340,333,342,355,286,361,
387,332,448,329,449,349,389,352,
102,324,234,320,235,339,102,343,
284,318,338,313,339,333,286,338,
347,315,364,315,364,331,347,331,
386,311,445,308,446,326,387,330,
100,303,184,300,184,318,101,322,
283,295,339,290,341,313,285,318,
349,296,363,296,363,308,349,308,
387,291,431,288,432,302,389,306,
99,280,225,279,225,297,99,299,
273,275,335,270,337,290,275,295,
382,271,439,268,440,282,383,286,
106,256,175,256,175,275,106,275,
335,253,352,253,352,263,335,263,
282,252,311,252,311,268,282,268,
393,247,431,247,431,261,393,261,
112,233,168,238,167,252,111,248,
251,228,329,225,330,242,252,246,
111,212,228,212,228,229,111,229,
230,211,349,204,350,221,231,228,
184,191,245,191,245,208,184,208,
112,192,152,192,152,205,112,205,
173,168,204,168,204,177,173,177,
227,168,331,164,331,176,228,180,
222,143,319,143,319,160,222,160,
323,142,375,138,376,153,324,156,
