56,1201,299,1201,299,1224,56,1224,
53,1168,367,1168,367,1195,53,1195,
130,983,638,983,638,1004,130,1004,
193,949,573,949,573,972,193,972,
124,884,647,883,647,913,124,915,
213,853,544,851,544,877,213,880,
225,761,541,759,541,785,225,788,
128,731,277,731,277,757,128,757,
629,732,645,732,645,753,629,753,
137,705,239,702,240,725,138,728,
564,703,643,700,644,721,564,724,
128,672,300,669,301,696,129,699,
565,671,642,671,642,693,565,693,
128,643,324,638,324,665,129,670,
611,640,635,640,635,664,611,664,
131,613,382,613,382,636,131,636,
562,609,640,608,641,632,563,633,
124,556,284,553,285,576,125,579,
357,553,430,553,430,576,357,576,
564,549,638,549,638,573,564,573,
486,551,508,551,508,575,486,575,
124,523,445,520,445,547,125,549,
450,520,515,520,515,544,450,544,
126,496,284,493,285,516,126,519,
367,492,429,492,429,516,367,516,
572,489,638,489,638,513,572,513,
482,491,507,491,507,515,482,515,
533,460,600,460,600,484,533,484,
124,464,542,457,543,484,125,491,
124,434,226,430,227,458,125,462,
341,430,420,426,421,458,342,462,
545,427,624,424,625,452,546,455,
463,428,492,428,492,456,463,456,
125,376,222,373,223,400,126,403,
472,371,634,368,634,395,473,397,
126,345,426,343,426,369,126,372,
497,342,620,338,621,365,498,368,
283,315,462,315,462,337,283,337,
378,256,528,253,528,280,379,283,
131,224,285,224,285,260,131,260,
335,223,572,220,572,247,335,249,
372,192,534,189,535,216,372,219,
333,158,571,153,572,184,334,188,
