334,1337,703,1319,704,1347,336,1365,
732,1323,791,1323,791,1348,732,1348,
375,1275,732,1260,734,1289,376,1304,
346,1244,779,1228,780,1256,347,1272,
353,1153,665,1141,667,1168,354,1180,
355,1123,513,1120,514,1144,355,1147,
657,1108,720,1108,720,1140,657,1140,
352,1092,706,1077,707,1105,353,1120,
353,1063,433,1061,434,1083,354,1084,
491,1056,603,1051,604,1076,492,1080,
331,1029,695,1017,696,1047,332,1059,
328,1001,580,990,581,1017,330,1028,
688,990,783,990,783,1015,688,1015,
330,973,529,964,530,989,331,998,
522,965,579,965,579,989,522,989,
688,961,780,957,781,983,689,986,
328,944,424,939,425,963,330,968,
675,929,779,928,780,953,675,955,
330,912,403,912,403,936,330,936,
404,909,589,905,589,929,405,934,
382,852,596,846,597,869,383,875,
727,844,746,844,746,865,727,865,
327,823,599,814,600,841,328,850,
672,811,775,808,776,836,673,840,
404,761,468,761,468,785,404,785,
460,760,509,760,509,781,460,781,
326,733,399,733,399,757,326,757,
504,729,606,725,607,750,505,753,
667,722,773,718,774,748,668,752,
324,702,730,693,730,721,325,730,
210,684,263,678,265,698,212,704,
329,677,397,677,397,697,329,697,
426,679,438,679,438,693,426,693,
502,672,605,669,605,691,502,695,
666,665,769,663,770,689,666,690,
324,646,770,631,771,660,325,675,
327,622,396,619,397,640,328,643,
512,614,603,610,604,634,513,638,
677,609,767,606,768,630,678,633,
324,589,724,577,725,604,325,616,
212,561,241,561,241,571,212,571,
321,537,764,522,765,550,322,565,
324,508,417,506,418,532,325,534,
474,506,655,498,656,526,475,534,
667,500,761,495,763,519,669,524,
999,474,1014,474,1014,485,999,485,
323,454,747,445,748,469,323,478,
388,426,500,422,501,447,389,450,
515,426,605,422,605,442,515,446,
619,419,712,415,713,439,620,443,
388,371,723,366,723,390,389,396,
398,347,711,338,712,363,399,372,
271,322,285,322,285,334,271,334,
375,320,719,310,720,338,376,349,
180,308,250,302,252,334,182,339,
246,302,285,302,285,322,246,322,
410,295,698,286,698,309,411,318,
320,269,751,254,752,283,321,298,
868,242,888,231,899,249,879,261,
327,244,741,229,742,256,328,271,
321,217,750,203,751,230,322,244,
408,192,681,179,683,202,409,215,
800,166,828,166,828,184,800,184,
416,164,670,153,671,178,417,188,
483,137,608,137,608,157,483,157,
793,124,826,124,826,152,793,152,
