668,541,686,541,686,612,668,612,
641,533,660,534,658,608,639,607,
692,531,714,531,714,613,692,613,
743,464,766,464,768,613,746,613,
717,456,735,456,737,614,719,614,
566,453,583,453,583,598,566,598,
638,436,654,436,654,459,638,459,
635,374,653,374,653,419,635,419,
607,364,628,363,636,601,615,601,
587,346,605,346,609,602,591,602,
661,337,683,337,683,413,661,413,
636,338,652,338,652,364,636,364,
770,322,795,322,799,565,775,565,
534,319,556,318,559,601,538,601,
511,310,532,310,532,549,511,549,
637,310,652,310,652,337,637,337,
633,256,653,255,654,315,635,315,
739,252,757,252,757,309,739,309,
713,253,730,253,730,276,713,276,
684,251,706,251,706,311,684,311,
660,252,679,252,679,307,660,307,
