28,972,188,972,188,989,28,989,
27,950,234,950,234,969,27,969,
33,925,77,925,77,940,33,940,
157,657,229,657,229,671,157,671,
117,634,276,634,276,647,117,647,
113,615,280,615,280,633,113,633,
215,594,290,594,290,608,215,608,
104,579,168,579,168,593,104,593,
251,579,289,579,289,591,251,591,
152,548,217,548,217,562,152,562,
101,549,145,546,146,561,102,563,
252,547,291,547,291,562,252,562,
152,533,216,533,216,547,152,547,
105,534,144,534,144,546,105,546,
254,533,290,533,290,545,254,545,
152,518,216,518,216,532,152,532,
104,519,145,519,145,531,104,531,
254,516,291,516,291,531,254,531,
152,498,210,498,210,512,152,512,
104,499,144,499,144,511,104,511,
250,497,289,495,290,510,251,512,
180,485,212,485,212,496,180,496,
105,485,144,485,144,496,105,496,
252,483,288,483,288,495,252,495,
160,469,208,469,208,483,160,483,
104,469,157,469,157,483,104,483,
249,467,289,467,289,482,249,482,
102,445,229,444,229,462,102,463,
105,432,218,432,218,446,105,446,
245,432,286,432,286,444,245,444,
106,418,141,418,141,430,106,430,
210,416,288,416,288,430,210,430,
129,395,264,395,264,409,129,409,
151,373,241,373,241,387,151,387,
105,331,148,331,148,342,105,342,
245,329,284,329,284,340,245,340,
106,316,137,316,137,327,106,327,
188,315,283,311,284,326,189,330,
106,301,144,301,144,313,106,313,
258,300,282,300,282,311,258,311,
