43,961,240,961,240,979,43,979,
41,933,293,934,293,956,41,955,
49,905,101,905,101,919,49,919,
291,631,387,633,386,648,291,646,
310,617,368,617,368,630,310,630,
321,601,354,601,354,615,321,615,
266,584,408,586,408,601,266,599,
272,563,317,563,317,574,272,574,
275,540,329,537,330,551,276,554,
246,540,277,540,277,550,246,550,
245,515,329,515,329,529,245,529,
247,502,322,502,322,513,247,513,
246,485,313,485,313,499,246,499,
354,470,434,470,434,485,354,485,
247,468,324,471,324,485,247,483,
346,442,398,442,398,455,346,455,
400,441,434,441,434,455,400,455,
245,437,333,440,332,457,244,454,
362,429,376,429,376,436,362,436,
400,427,433,427,433,438,400,438,
288,424,333,427,332,442,287,439,
346,426,363,426,363,439,346,439,
247,426,270,426,270,438,247,438,
345,413,380,413,380,425,345,425,
306,413,334,413,334,425,306,425,
406,407,435,410,433,426,404,423,
246,409,273,409,273,423,246,423,
340,398,372,398,372,410,340,410,
294,396,336,396,336,411,294,411,
411,381,434,381,434,398,411,398,
247,378,290,381,290,396,246,393,
247,364,326,366,326,381,247,379,
397,352,432,352,432,367,397,367,
248,350,287,350,287,365,248,365,
343,338,432,337,432,352,343,353,
302,338,337,338,337,353,302,353,
248,336,265,336,265,350,248,350,
361,326,431,326,431,337,361,337,
346,311,430,311,430,322,346,322,
247,305,305,307,305,322,246,320,
346,295,430,295,430,309,346,309,
251,294,290,294,290,306,251,306,
269,245,404,252,403,273,268,266,
