182,828,613,840,612,861,181,850,
234,804,559,811,559,832,234,825,
180,748,624,760,623,785,179,774,
254,723,536,730,535,754,254,747,
267,648,533,651,533,673,267,671,
185,624,309,624,309,645,185,645,
554,600,625,603,625,624,555,622,
192,597,277,597,278,619,193,619,
555,576,625,576,625,597,555,597,
184,573,328,573,328,594,184,594,
185,546,349,545,349,566,185,567,
556,525,623,525,623,543,556,543,
184,519,400,522,400,543,184,541,
554,470,623,473,622,492,554,489,
376,471,443,471,443,493,376,493,
184,473,318,473,318,492,184,492,
182,441,372,444,371,469,182,467,
183,418,269,422,268,444,183,440,
365,418,433,418,434,444,366,444,
543,417,613,417,614,439,544,439,
182,368,267,370,267,392,182,389,
480,368,622,365,623,386,480,389,
182,341,442,340,442,365,182,366,
500,342,610,339,611,357,501,361,
317,318,473,317,473,338,317,339,
398,267,533,261,535,286,399,291,
188,236,322,236,323,269,189,269,
360,241,572,234,573,256,360,263,
363,210,571,204,572,228,364,235,
354,183,580,172,581,198,355,208,
