272,1184,781,1200,779,1242,271,1227,
787,1094,933,1094,933,1138,787,1138,
129,1080,392,1085,391,1138,128,1133,
802,1016,930,1016,931,1055,803,1055,
437,1009,561,1013,561,1057,436,1053,
134,947,513,951,513,993,133,988,
801,881,926,881,926,919,801,919,
448,879,549,879,549,919,448,919,
139,819,642,819,642,860,139,860,
816,747,920,747,920,788,816,788,
448,746,551,746,551,792,448,792,
142,692,501,692,501,729,142,729,
436,627,560,632,558,672,434,666,
731,616,917,613,918,661,732,665,
145,499,341,499,341,533,145,533,
661,498,905,489,906,522,662,531,
353,431,684,425,685,460,353,465,
334,317,699,312,700,340,336,346,
153,270,890,258,890,292,153,304,
336,216,698,209,698,246,336,253,
