275,865,469,866,469,884,275,883,
338,856,414,852,415,867,339,871,
248,829,506,831,506,852,248,850,
240,810,316,810,316,823,240,823,
475,809,507,809,507,824,475,824,
238,788,321,789,321,804,238,803,
470,789,508,789,508,804,470,804,
239,772,299,775,298,789,239,787,
470,771,509,771,509,786,470,786,
239,757,285,757,285,772,239,772,
403,735,436,735,436,751,403,751,
469,732,512,732,512,750,469,750,
241,715,485,716,485,734,241,733,
397,697,436,697,436,712,397,712,
335,696,360,697,360,709,335,708,
300,698,316,698,316,705,300,705,
468,697,509,694,510,710,469,713,
241,676,475,679,473,696,240,693,
398,660,437,660,437,675,398,675,
470,659,509,657,510,672,471,674,
239,640,490,640,490,657,239,657,
334,623,360,624,360,635,334,634,
405,622,437,622,437,637,405,637,
476,621,509,621,509,637,476,637,
243,604,486,605,486,622,243,621,
249,589,304,589,304,603,249,603,
377,588,504,586,504,601,377,603,
310,587,373,585,373,600,310,602,
306,565,455,566,455,583,306,582,
309,520,447,524,447,538,309,534,
323,501,434,503,434,518,323,516,
