60,1203,305,1202,305,1225,60,1226,
59,1170,371,1169,371,1196,59,1197,
66,1133,128,1133,128,1151,66,1151,
223,953,520,948,520,971,224,975,
270,897,455,892,455,915,270,920,
127,833,254,829,254,852,127,856,
130,794,203,794,203,813,130,813,
522,788,589,788,589,807,522,807,
126,755,324,754,324,781,126,782,
486,748,585,751,585,775,486,772,
163,711,274,710,274,728,163,729,
523,695,581,695,581,713,523,713,
383,694,445,693,445,716,383,717,
160,689,279,688,279,706,160,707,
193,636,269,639,268,659,192,656,
122,588,316,592,315,615,122,611,
278,562,400,562,400,581,278,581,
125,559,278,558,278,580,125,581,
126,530,209,530,209,549,126,549,
286,500,421,501,421,520,286,518,
310,462,405,465,405,488,310,485,
230,431,476,429,476,452,230,454,
271,401,439,400,439,417,271,418,
275,374,432,376,432,398,275,397,
304,360,343,360,343,369,304,369,
427,353,562,352,562,373,427,374,
351,354,432,354,432,373,351,373,
144,348,286,353,285,376,143,371,
329,320,379,320,379,344,329,344,
155,285,547,287,547,313,155,311,
