46,1189,300,1192,300,1214,46,1211,
99,877,432,872,432,906,99,912,
25,836,235,831,236,862,26,867,
439,832,534,833,534,860,439,859,
28,797,245,798,245,825,28,824,
28,763,145,764,144,790,27,789,
438,756,534,760,532,788,436,784,
26,726,195,724,195,755,27,756,
299,727,375,727,375,750,299,750,
446,727,532,728,532,750,446,749,
37,688,140,692,139,719,37,714,
416,690,531,685,533,713,417,718,
46,656,368,651,368,677,45,683,
47,625,400,624,400,647,47,648,
47,592,249,594,249,615,47,613,
47,551,435,549,434,576,46,577,
123,516,453,512,454,544,124,548,
