56,1202,299,1205,299,1228,56,1225,
53,1169,367,1173,367,1200,53,1196,
133,985,641,991,641,1012,133,1006,
196,951,576,956,576,979,196,974,
128,886,651,891,651,921,128,917,
217,856,548,858,548,884,217,883,
231,764,547,766,546,792,230,791,
134,733,283,735,283,761,134,759,
143,707,245,705,246,728,144,730,
570,710,649,708,650,729,570,731,
135,674,307,673,307,700,135,701,
572,678,649,679,649,701,572,700,
135,645,331,642,331,669,136,672,
139,615,390,618,389,641,138,638,
570,616,648,616,648,640,570,640,
132,558,292,557,293,580,133,581,
365,558,438,558,438,581,365,581,
572,556,646,557,646,581,572,580,
133,525,454,526,453,553,133,551,
459,526,524,527,523,551,458,550,
135,498,293,497,294,520,135,521,
376,497,438,497,438,521,376,521,
581,496,647,497,647,521,581,520,
543,467,610,468,609,492,542,491,
133,466,552,464,552,491,134,493,
134,436,236,433,237,461,135,464,
351,434,430,431,431,463,352,466,
555,434,634,432,635,460,556,462,
136,378,233,376,233,403,136,405,
483,377,645,376,644,403,483,403,
137,347,437,348,437,374,137,374,
508,348,631,346,632,373,509,374,
294,319,473,321,473,343,294,341,
390,261,540,260,540,287,391,288,
144,226,298,228,297,264,143,262,
348,227,585,227,584,254,347,253,
385,197,547,196,548,223,385,224,
346,162,584,160,585,191,347,192,
