43,962,239,965,239,983,43,980,
43,935,293,939,293,961,42,957,
49,906,98,906,98,920,49,920,
240,811,297,812,296,826,239,825,
165,799,196,799,196,809,165,809,
164,781,273,782,273,799,164,798,
165,770,236,771,236,785,165,784,
165,756,206,754,206,769,165,771,
165,743,202,743,201,758,164,758,
334,713,385,714,385,733,334,732,
167,710,241,711,241,733,167,732,
170,695,238,696,237,710,169,709,
332,696,383,697,382,711,331,710,
170,682,282,684,282,698,170,696,
332,683,382,684,382,698,332,697,
330,666,384,667,384,685,330,684,
170,664,217,664,217,684,170,684,
171,648,208,648,208,664,171,664,
172,638,205,635,205,648,172,651,
172,626,207,626,206,638,172,638,
172,613,216,611,217,623,173,625,
171,599,218,599,218,613,171,613,
355,601,382,601,382,613,355,613,
173,589,218,589,218,599,173,599,
352,588,382,588,382,600,352,600,
174,576,221,577,220,587,173,586,
349,576,382,573,382,587,349,590,
173,564,222,563,222,573,174,575,
349,564,381,564,381,576,349,576,
174,551,224,552,224,563,174,562,
344,552,380,552,380,564,344,564,
174,537,228,538,228,552,174,551,
336,539,380,540,380,551,336,550,
174,525,228,526,228,539,174,538,
333,527,378,525,379,537,334,539,
176,516,228,517,227,528,175,527,
329,513,381,511,381,526,328,528,
174,501,250,502,250,516,174,515,
174,478,257,479,257,494,174,493,
175,466,254,467,254,481,175,480,
350,467,382,467,382,482,350,482,
176,445,225,446,225,459,176,458,
331,443,381,444,381,458,331,457,
176,432,292,434,292,448,176,446,
343,433,381,433,381,444,343,444,
176,419,240,420,240,434,176,433,
177,409,220,409,220,420,177,420,
177,394,237,398,235,412,175,408,
345,396,381,396,380,408,344,408,
174,384,244,382,244,396,174,398,
343,383,381,380,382,395,344,398,
177,374,205,374,205,385,177,385,
342,370,381,370,381,385,342,385,
175,361,272,357,273,372,176,376,
175,348,242,345,243,360,176,363,
177,337,219,337,218,349,176,349,
327,334,380,332,380,348,327,350,
177,316,202,316,202,327,177,327,
341,309,379,310,379,326,341,325,
249,302,303,303,303,316,249,315,
176,292,248,288,249,302,177,306,
327,289,378,286,379,302,328,305,
179,286,212,282,213,291,180,294,
344,272,371,272,370,283,343,283,
177,267,246,265,245,283,177,285,
223,261,240,261,240,269,223,269,
327,260,378,259,379,274,328,275,
338,251,376,249,377,260,339,261,
179,240,250,238,250,253,180,255,
330,240,377,241,377,255,330,254,
342,218,377,219,376,234,341,233,
253,193,321,189,321,203,254,207,
253,183,291,184,291,192,253,191,
