119,2323,852,2359,849,2414,117,2379,
82,2211,537,2228,534,2279,79,2262,
83,2153,803,2186,801,2237,80,2204,
80,2097,877,2126,875,2184,79,2156,
83,2049,826,2072,825,2122,81,2100,
87,1996,792,2013,791,2064,85,2047,
109,1928,845,1950,843,2008,108,1986,
170,1794,787,1805,786,1856,168,1845,
682,1735,844,1731,844,1774,682,1778,
115,1719,252,1728,249,1773,112,1765,
680,1662,842,1658,843,1701,681,1705,
117,1649,442,1653,441,1694,116,1690,
118,1581,367,1584,366,1624,117,1621,
650,1588,840,1590,839,1625,649,1623,
110,1416,354,1419,353,1462,109,1459,
674,1413,837,1415,836,1458,673,1456,
106,1348,310,1345,310,1385,106,1388,
102,1256,380,1255,380,1295,102,1297,
632,1250,752,1249,752,1287,631,1289,
93,1165,374,1160,374,1203,94,1208,
705,1104,784,1105,783,1141,704,1140,
185,1079,354,1090,351,1133,183,1122,
540,1064,617,1064,617,1102,540,1102,
683,1058,799,1060,799,1103,683,1101,
100,1000,425,999,426,1039,101,1041,
101,935,494,926,495,977,102,985,
575,862,781,856,782,900,575,905,
105,853,493,847,493,888,105,894,
312,760,600,752,602,795,314,803,
377,699,549,693,550,737,378,743,
297,643,616,630,618,681,298,693,
154,566,324,556,326,599,157,609,
387,548,797,534,798,575,387,589,
392,510,654,499,656,540,394,551,
126,466,347,459,349,538,129,545,
388,462,811,451,811,497,388,508,
388,421,794,413,795,456,389,464,
391,385,635,380,635,413,391,419,
