36,975,197,973,197,991,36,993,
35,954,242,952,242,970,35,972,
42,928,85,927,85,942,42,943,
154,801,335,800,335,818,153,819,
160,775,330,776,330,794,161,793,
58,735,257,733,257,754,58,756,
234,707,307,706,307,724,234,725,
371,679,423,678,423,697,371,698,
190,677,307,679,307,697,189,695,
367,649,421,651,422,670,367,669,
217,647,306,650,306,672,217,670,
219,622,306,621,306,639,219,640,
365,595,418,594,418,612,365,613,
184,594,304,594,304,612,184,612,
364,548,416,547,416,565,364,566,
64,549,117,549,117,567,64,567,
65,527,143,527,143,542,65,542,
361,497,413,497,413,516,361,516,
65,499,117,499,117,517,65,517,
65,473,194,475,193,492,65,490,
331,449,411,449,411,464,331,464,
67,447,129,449,128,468,66,466,
64,400,119,399,119,418,64,419,
67,379,104,379,104,395,67,395,
68,353,154,356,153,375,67,371,
166,326,318,324,318,341,166,343,
97,299,382,302,383,323,98,321,
155,278,325,280,324,301,155,299,
157,247,324,245,324,263,157,265,
114,222,368,220,368,241,114,243,
75,196,408,194,408,219,75,221,
197,168,281,168,282,194,198,194,
