28,972,188,974,187,992,27,990,
28,950,234,953,234,972,28,969,
34,927,74,928,74,940,34,939,
167,711,314,710,313,727,167,729,
173,690,308,690,309,707,173,707,
92,659,251,658,252,676,93,677,
231,638,289,638,289,653,231,653,
198,615,287,616,287,630,198,629,
337,613,379,613,379,628,337,628,
219,594,287,595,287,610,219,609,
336,592,378,592,378,607,336,607,
218,572,286,570,287,585,218,587,
190,552,284,552,284,567,191,567,
332,550,376,548,376,563,332,565,
94,516,137,514,138,531,95,532,
331,512,375,512,375,530,331,530,
94,496,203,495,203,512,95,513,
98,478,137,478,137,493,98,493,
329,474,371,471,372,488,330,491,
95,458,206,456,205,474,95,476,
97,438,140,439,140,454,97,453,
328,434,371,434,371,452,328,452,
97,419,158,420,158,435,97,434,
98,400,146,401,146,416,98,415,
299,396,367,393,368,411,300,414,
98,363,139,364,138,379,97,378,
97,326,165,330,165,345,96,341,
175,305,291,306,291,320,175,319,
136,287,328,288,327,305,136,304,
165,270,299,271,299,288,165,287,
163,243,296,242,297,260,163,261,
131,223,331,221,332,243,132,244,
97,203,356,201,356,227,97,228,
197,184,265,185,264,207,196,206,
