143,675,541,671,541,695,143,700,
276,640,428,636,428,665,276,669,
90,596,613,594,613,625,91,627,
329,548,385,549,385,573,329,572,
67,548,237,546,238,570,68,573,
539,548,617,546,618,571,539,574,
66,513,193,514,193,540,66,539,
539,509,614,509,614,535,539,535,
65,480,161,481,161,507,65,506,
390,436,467,436,467,459,390,459,
534,434,608,434,608,456,534,456,
78,401,448,403,447,428,77,426,
277,369,327,369,327,388,277,388,
222,369,280,369,280,388,222,388,
365,367,450,368,450,390,365,389,
86,365,231,370,231,392,86,386,
471,367,591,365,591,386,471,388,
202,317,496,318,496,353,202,352,
65,273,106,273,106,292,65,292,
209,239,479,240,479,261,209,260,
240,204,453,205,453,226,240,225,
